date,state,state_abbrev,confirmed,confirmed_cum,deaths,deaths_cum,tests,tests_cum,positives,positives_cum,recovered,recovered_cum
2022-04-22,świętokrzyskie,SK,22,117202,0,3598,371,830048,24,133879,0,116047
2022-04-23,świętokrzyskie,SK,37,117239,2,3600,572,830620,43,133922,2,116049
2022-04-24,świętokrzyskie,SK,9,117248,0,3600,235,830855,13,133935,0,116049
2022-04-25,świętokrzyskie,SK,11,117259,0,3600,230,831085,13,133948,2,116051
2022-04-26,świętokrzyskie,SK,36,117295,11,3611,597,831682,40,133988,4,116055
2022-04-27,świętokrzyskie,SK,33,117328,3,3614,526,832208,37,134025,4,116059
2022-04-28,świętokrzyskie,SK,26,117354,0,3614,482,832690,37,134062,6,116065
2022-04-29,świętokrzyskie,SK,27,117381,1,3615,417,833107,31,134093,3,116068
2022-04-30,świętokrzyskie,SK,28,117409,0,3615,481,833588,34,134127,6,116074
2022-05-01,świętokrzyskie,SK,10,117419,0,3615,218,833806,10,134137,1,116075
2022-05-02,świętokrzyskie,SK,8,117427,0,3615,208,834014,9,134146,0,116075
2022-05-03,świętokrzyskie,SK,26,117453,1,3616,367,834381,32,134178,4,116079
2022-05-04,świętokrzyskie,SK,3,117456,0,3616,179,834560,3,134181,0,116079
2022-05-05,świętokrzyskie,SK,20,117476,1,3617,538,835098,24,134205,5,116084
2022-05-06,świętokrzyskie,SK,22,117498,1,3618,405,835503,25,134230,2,116086
2022-05-07,świętokrzyskie,SK,21,117519,0,3618,391,835894,25,134255,5,116091
2022-05-08,świętokrzyskie,SK,4,117523,0,3618,178,836072,4,134259,1,116092
2022-05-09,świętokrzyskie,SK,6,117529,0,3618,238,836310,6,134265,0,116092
2022-05-10,świętokrzyskie,SK,30,117559,0,3618,511,836821,31,134296,4,116096
2022-05-11,świętokrzyskie,SK,17,117576,0,3618,397,837218,19,134315,4,116100
2022-05-12,świętokrzyskie,SK,13,117589,0,3618,342,837560,16,134331,3,116103
2022-05-13,świętokrzyskie,SK,9,117598,0,3618,280,837840,11,134342,2,116105
2022-05-14,świętokrzyskie,SK,15,117613,1,3619,285,838125,17,134359,3,116108
2022-05-15,świętokrzyskie,SK,6,117619,0,3619,206,838331,7,134366,0,116108
2022-05-16,świętokrzyskie,SK,5,117624,0,3619,155,838486,5,134371,2,116110
2022-05-17,świętokrzyskie,SK,19,117643,1,3620,398,838884,20,134391,1,116111
2022-05-18,świętokrzyskie,SK,3,117646,0,3620,308,839192,4,134395,1,116112
2022-05-19,świętokrzyskie,SK,11,117657,0,3620,279,839471,12,134407,4,116116
2022-05-20,świętokrzyskie,SK,10,117667,2,3622,312,839783,10,134417,0,116116
2022-05-21,świętokrzyskie,SK,8,117675,1,3623,248,840031,9,134426,9,116125
2022-05-22,świętokrzyskie,SK,7,117682,0,3623,214,840245,10,134436,0,116125
2022-05-23,świętokrzyskie,SK,1,117683,0,3623,183,840428,1,134437,1,116126
2022-05-24,świętokrzyskie,SK,19,117702,0,3623,338,840766,22,134459,3,116129
2022-05-25,świętokrzyskie,SK,15,117717,1,3624,265,841031,19,134478,2,116131
2022-05-26,świętokrzyskie,SK,6,117723,2,3626,231,841262,8,134486,4,116135
2022-05-27,świętokrzyskie,SK,8,117731,1,3627,367,841629,11,134497,2,116137
2022-05-28,świętokrzyskie,SK,6,117737,0,3627,305,841934,10,134507,1,116138
2022-05-29,świętokrzyskie,SK,14,117751,0,3627,647,842581,16,134523,0,116138
2022-05-30,świętokrzyskie,SK,13,117764,0,3627,482,843063,17,134540,1,116139
2022-05-31,świętokrzyskie,SK,5,117769,0,3627,494,843557,7,134547,2,116141
2022-06-01,świętokrzyskie,SK,5,117774,0,3627,270,843827,6,134553,2,116143
2022-06-02,świętokrzyskie,SK,5,117779,0,3627,219,844046,5,134558,0,116143
2022-06-03,świętokrzyskie,SK,3,117782,2,3629,190,844236,3,134561,1,116144
2022-06-04,świętokrzyskie,SK,9,117791,0,3629,258,844494,10,134571,1,116145
2022-06-05,świętokrzyskie,SK,1,117792,0,3629,114,844608,1,134572,1,116146
2022-06-06,świętokrzyskie,SK,0,117792,0,3629,99,844707,0,134572,0,116146
2022-06-07,świętokrzyskie,SK,15,117807,0,3629,269,844976,15,134587,0,116146
2022-06-08,świętokrzyskie,SK,2,117809,0,3629,220,845196,6,134593,4,116150
2022-06-09,świętokrzyskie,SK,8,117817,0,3629,197,845393,8,134601,1,116151
2022-06-10,świętokrzyskie,SK,10,117827,0,3629,221,845614,12,134613,1,116152
2022-06-11,świętokrzyskie,SK,9,117836,0,3629,175,845789,10,134623,1,116153
2022-06-12,świętokrzyskie,SK,4,117840,0,3629,140,845929,4,134627,0,116153
2022-06-13,świętokrzyskie,SK,3,117843,0,3629,110,846039,3,134630,0,116153
2022-06-14,świętokrzyskie,SK,5,117848,0,3629,222,846261,7,134637,3,116156
2022-06-15,świętokrzyskie,SK,5,117853,1,3630,173,846434,5,134642,1,116157
2022-06-16,świętokrzyskie,SK,5,117858,0,3630,176,846610,6,134648,1,116158
2022-06-17,świętokrzyskie,SK,0,117858,0,3630,99,846709,0,134648,1,116159
2022-06-18,świętokrzyskie,SK,2,117860,0,3630,177,846886,2,134650,3,116162
2022-06-19,świętokrzyskie,SK,3,117863,0,3630,118,847004,3,134653,1,116163
2022-06-20,świętokrzyskie,SK,2,117865,0,3630,115,847119,3,134656,2,116165
2022-06-21,świętokrzyskie,SK,12,117877,0,3630,253,847372,15,134671,4,116169
2022-06-22,świętokrzyskie,SK,11,117888,0,3630,174,847546,12,134683,0,116169
2022-06-23,świętokrzyskie,SK,16,117904,0,3630,223,847769,24,134707,0,116169
2022-06-24,świętokrzyskie,SK,12,117916,0,3630,189,847958,13,134720,2,116171
2022-06-25,świętokrzyskie,SK,5,117921,2,3632,181,848139,7,134727,4,116175
2022-06-26,świętokrzyskie,SK,3,117924,0,3632,98,848237,3,134730,0,116175
2022-06-27,świętokrzyskie,SK,4,117928,0,3632,106,848343,4,134734,0,116175
2022-06-28,świętokrzyskie,SK,31,117959,0,3632,277,848620,32,134766,0,116175
2022-06-29,świętokrzyskie,SK,14,117973,0,3632,211,848831,16,134782,0,116175
2022-06-30,świętokrzyskie,SK,18,117991,0,3632,231,849062,20,134802,0,116175
2022-07-01,świętokrzyskie,SK,16,118007,0,3632,178,849240,20,134822,0,116175
2022-07-02,świętokrzyskie,SK,18,118025,0,3632,180,849420,19,134841,1,116176
2022-07-03,świętokrzyskie,SK,3,118028,0,3632,116,849536,3,134844,0,116176
2022-07-04,świętokrzyskie,SK,2,118030,0,3632,123,849659,3,134847,0,116176
2022-07-05,świętokrzyskie,SK,31,118061,0,3632,213,849872,34,134881,2,116178
2022-07-06,świętokrzyskie,SK,23,118084,0,3632,247,850119,26,134907,0,116178
2022-07-07,świętokrzyskie,SK,26,118110,0,3632,212,850331,30,134937,1,116179
2022-07-08,świętokrzyskie,SK,26,118136,0,3632,205,850536,27,134964,0,116179
2022-07-09,świętokrzyskie,SK,27,118163,0,3632,181,850717,33,134997,0,116179
2022-07-10,świętokrzyskie,SK,5,118168,0,3632,120,850837,6,135003,0,116179
2022-07-11,świętokrzyskie,SK,5,118173,0,3632,117,850954,5,135008,0,116179
2022-07-12,świętokrzyskie,SK,56,118229,0,3632,287,851241,64,135072,1,116180
2022-07-13,świętokrzyskie,SK,43,118272,1,3633,254,851495,45,135117,3,116183
2022-07-14,świętokrzyskie,SK,53,118325,1,3634,258,851753,54,135171,1,116184
2022-07-15,świętokrzyskie,SK,19,118344,0,3634,183,851936,24,135195,0,116184
2022-07-16,świętokrzyskie,SK,50,118394,0,3634,194,852130,54,135249,0,116184
2022-07-17,świętokrzyskie,SK,6,118400,0,3634,91,852221,6,135255,0,116184
2022-07-18,świętokrzyskie,SK,2,118402,0,3634,65,852286,2,135257,1,116185
2022-07-19,świętokrzyskie,SK,66,118468,0,3634,305,852591,68,135325,0,116185
2022-07-20,świętokrzyskie,SK,83,118551,0,3634,344,852935,88,135413,4,116189
2022-07-21,świętokrzyskie,SK,72,118623,0,3634,346,853281,75,135488,1,116190
2022-07-22,świętokrzyskie,SK,82,118705,0,3634,320,853601,85,135573,3,116193
2022-07-23,świętokrzyskie,SK,96,118801,1,3635,362,853963,110,135683,0,116193
2022-07-24,świętokrzyskie,SK,28,118829,0,3635,173,854136,30,135713,0,116193
2022-07-25,świętokrzyskie,SK,21,118850,0,3635,182,854318,22,135735,0,116193
2022-07-26,świętokrzyskie,SK,133,118983,0,3635,435,854753,137,135872,0,116193
2022-07-27,świętokrzyskie,SK,99,119082,0,3635,393,855146,107,135979,1,116194
2022-07-28,świętokrzyskie,SK,96,119178,2,3637,347,855493,99,136078,0,116194
2022-07-29,świętokrzyskie,SK,114,119292,0,3637,397,855890,130,136208,0,116194
2022-07-30,świętokrzyskie,SK,99,119391,0,3637,368,856258,101,136309,0,116194
2022-07-31,świętokrzyskie,SK,17,119408,0,3637,139,856397,17,136326,0,116194
2022-08-01,świętokrzyskie,SK,20,119428,0,3637,141,856538,21,136347,1,116195
2022-08-02,świętokrzyskie,SK,175,119603,2,3639,526,857064,187,136534,0,116195
2022-08-03,świętokrzyskie,SK,128,119731,1,3640,408,857472,136,136670,0,116195
2022-08-04,świętokrzyskie,SK,114,119845,0,3640,366,857838,121,136791,0,116195
2022-08-05,świętokrzyskie,SK,145,119990,1,3641,446,858284,169,136960,0,116195
2022-08-06,świętokrzyskie,SK,159,120149,0,3641,424,858708,163,137123,0,116195
2022-08-07,świętokrzyskie,SK,31,120180,0,3641,199,858907,36,137159,0,116195
2022-08-08,świętokrzyskie,SK,21,120201,0,3641,170,859077,22,137181,0,116195
2022-08-09,świętokrzyskie,SK,204,120405,1,3642,569,859646,226,137407,2,116197
2022-08-10,świętokrzyskie,SK,160,120565,2,3644,444,860090,166,137573,0,116197
2022-08-11,świętokrzyskie,SK,125,120690,2,3646,446,860536,131,137704,0,116197
2022-08-12,świętokrzyskie,SK,141,120831,0,3646,422,860958,172,137876,0,116197
2022-08-13,świętokrzyskie,SK,164,120995,1,3647,402,861360,171,138047,0,116197
2022-08-14,świętokrzyskie,SK,28,121023,0,3647,183,861543,32,138079,0,116197
2022-08-15,świętokrzyskie,SK,33,121056,0,3647,180,861723,38,138117,3,116200
2022-08-16,świętokrzyskie,SK,26,121082,0,3647,206,861929,29,138146,1,116201
2022-08-17,świętokrzyskie,SK,219,121301,1,3648,599,862528,227,138373,1,116202
2022-08-18,świętokrzyskie,SK,170,121471,1,3649,488,863016,184,138557,1,116203
2022-08-19,świętokrzyskie,SK,182,121653,0,3649,487,863503,189,138746,1,116204
2022-08-20,świętokrzyskie,SK,148,121801,1,3650,477,863980,169,138915,0,116204
2022-08-21,świętokrzyskie,SK,40,121841,0,3650,195,864175,44,138959,1,116205
2022-08-22,świętokrzyskie,SK,25,121866,0,3650,204,864379,26,138985,0,116205
2022-08-23,świętokrzyskie,SK,239,122105,2,3652,603,864982,252,139237,0,116205
2022-08-24,świętokrzyskie,SK,144,122249,0,3652,458,865440,156,139393,0,116205
2022-08-25,świętokrzyskie,SK,129,122378,2,3654,425,865865,154,139547,0,116205
2022-08-26,świętokrzyskie,SK,139,122517,4,3658,436,866301,150,139697,0,116205
2022-08-27,świętokrzyskie,SK,159,122676,0,3658,487,866788,178,139875,0,116205
2022-08-28,świętokrzyskie,SK,30,122706,0,3658,175,866963,33,139908,0,116205
2022-08-29,świętokrzyskie,SK,24,122730,0,3658,201,867164,27,139935,0,116205
2022-08-30,świętokrzyskie,SK,180,122910,1,3659,546,867710,193,140128,0,116205
2022-08-31,świętokrzyskie,SK,132,123042,2,3661,420,868130,153,140281,0,116205
2022-09-01,świętokrzyskie,SK,121,123163,2,3663,315,868445,129,140410,0,116205
2022-09-02,świętokrzyskie,SK,65,123228,0,3663,407,868852,85,140495,0,116205
2022-09-03,świętokrzyskie,SK,81,123309,0,3663,295,869147,89,140584,0,116205
2022-09-04,świętokrzyskie,SK,27,123336,0,3663,159,869306,30,140614,0,116205
2022-09-05,świętokrzyskie,SK,15,123351,0,3663,183,869489,20,140634,0,116205
2022-09-06,świętokrzyskie,SK,142,123493,1,3664,456,869945,152,140786,0,116205
2022-09-07,świętokrzyskie,SK,119,123612,0,3664,362,870307,126,140912,0,116205
2022-09-08,świętokrzyskie,SK,145,123757,1,3665,431,870738,155,141067,0,116205
2022-09-09,świętokrzyskie,SK,198,123955,0,3665,522,871260,211,141278,0,116205
2022-09-10,świętokrzyskie,SK,165,124120,1,3666,470,871730,178,141456,0,116205
2022-09-11,świętokrzyskie,SK,26,124146,0,3666,145,871875,29,141485,0,116205
2022-09-12,świętokrzyskie,SK,35,124181,0,3666,184,872059,37,141522,0,116205
2022-09-13,świętokrzyskie,SK,204,124385,0,3666,548,872607,212,141734,0,116205
2022-09-14,świętokrzyskie,SK,243,124628,3,3669,693,873300,265,141999,0,116205
2022-09-15,świętokrzyskie,SK,262,124890,0,3669,717,874017,278,142277,0,116205
2022-09-16,świętokrzyskie,SK,142,125032,0,3669,477,874494,173,142450,0,116205
2022-09-17,świętokrzyskie,SK,149,125181,0,3669,448,874942,156,142606,0,116205
2022-09-18,świętokrzyskie,SK,18,125199,0,3669,149,875091,21,142627,0,116205
2022-09-19,świętokrzyskie,SK,19,125218,0,3669,140,875231,22,142649,0,116205
2022-09-20,świętokrzyskie,SK,203,125421,0,3669,630,875861,212,142861,0,116205
2022-09-21,świętokrzyskie,SK,158,125579,0,3669,543,876404,178,143039,0,116205
2022-09-22,świętokrzyskie,SK,172,125751,0,3669,620,877024,177,143216,0,116205
2022-09-23,świętokrzyskie,SK,169,125920,0,3669,657,877681,198,143414,0,116205
2022-09-24,świętokrzyskie,SK,105,126025,0,3669,441,878122,115,143529,0,116205
2022-09-25,świętokrzyskie,SK,11,126036,0,3669,124,878246,15,143544,0,116205
2022-09-26,świętokrzyskie,SK,21,126057,0,3669,145,878391,24,143568,0,116205
2022-09-27,świętokrzyskie,SK,153,126210,1,3670,573,878964,165,143733,0,116205
2022-09-28,świętokrzyskie,SK,105,126315,0,3670,427,879391,111,143844,0,116205
2022-09-29,świętokrzyskie,SK,180,126495,4,3674,592,879983,190,144034,0,116205
2022-09-30,świętokrzyskie,SK,138,126633,1,3675,560,880543,158,144192,0,116205
2022-10-01,świętokrzyskie,SK,142,126775,2,3677,542,881085,160,144352,0,116205
2022-10-02,świętokrzyskie,SK,6,126781,0,3677,76,881161,8,144360,0,116205
2022-10-03,świętokrzyskie,SK,14,126795,0,3677,69,881230,15,144375,0,116205
2022-10-04,świętokrzyskie,SK,169,126964,0,3677,596,881826,185,144560,0,116205
2022-10-05,świętokrzyskie,SK,106,127070,1,3678,471,882297,116,144676,0,116205
2022-10-06,świętokrzyskie,SK,84,127154,0,3678,371,882668,99,144775,0,116205
2022-10-07,świętokrzyskie,SK,93,127247,1,3679,433,883101,106,144881,0,116205
2022-10-08,świętokrzyskie,SK,142,127389,0,3679,924,884025,162,145043,0,116205
2022-10-09,świętokrzyskie,SK,17,127406,0,3679,157,884182,21,145064,0,116205
2022-10-10,świętokrzyskie,SK,15,127421,0,3679,155,884337,19,145083,0,116205
2022-10-11,świętokrzyskie,SK,153,127574,2,3681,639,884976,164,145247,0,116205
2022-10-12,świętokrzyskie,SK,75,127649,0,3681,429,885405,79,145326,0,116205
2022-10-13,świętokrzyskie,SK,59,127708,0,3681,420,885825,74,145400,0,116205
2022-10-14,świętokrzyskie,SK,67,127775,0,3681,406,886231,76,145476,0,116205
2022-10-15,świętokrzyskie,SK,64,127839,0,3681,361,886592,70,145546,0,116205
2022-10-16,świętokrzyskie,SK,12,127851,0,3681,127,886719,14,145560,0,116205
2022-10-17,świętokrzyskie,SK,12,127863,0,3681,161,886880,15,145575,0,116205
2022-10-18,świętokrzyskie,SK,70,127933,0,3681,488,887368,74,145649,0,116205
2022-10-19,świętokrzyskie,SK,36,127969,0,3681,366,887734,40,145689,0,116205
2022-10-20,świętokrzyskie,SK,53,128022,1,3682,375,888109,61,145750,0,116205
2022-10-21,świętokrzyskie,SK,40,128062,2,3684,331,888440,44,145794,0,116205
2022-10-22,świętokrzyskie,SK,30,128092,1,3685,271,888711,33,145827,0,116205
2022-10-23,świętokrzyskie,SK,4,128096,0,3685,111,888822,6,145833,0,116205
2022-10-24,świętokrzyskie,SK,6,128102,0,3685,119,888941,8,145841,0,116205
2022-10-25,świętokrzyskie,SK,37,128139,3,3688,364,889305,40,145881,0,116205
2022-10-26,świętokrzyskie,SK,43,128182,0,3688,374,889679,48,145929,0,116205
2022-10-27,świętokrzyskie,SK,27,128209,1,3689,306,889985,31,145960,0,116205
2022-10-28,świętokrzyskie,SK,23,128232,1,3690,281,890266,26,145986,0,116205
2022-10-29,świętokrzyskie,SK,28,128260,2,3692,243,890509,29,146015,0,116205
2022-10-30,świętokrzyskie,SK,9,128269,0,3692,78,890587,9,146024,0,116205
2022-10-31,świętokrzyskie,SK,5,128274,0,3692,96,890683,6,146030,0,116205
2022-11-01,świętokrzyskie,SK,25,128299,0,3692,285,890968,31,146061,0,116205
2022-11-02,świętokrzyskie,SK,4,128303,0,3692,108,891076,6,146067,0,116205
2022-11-03,świętokrzyskie,SK,31,128334,1,3693,304,891380,32,146099,0,116205
2022-11-04,świętokrzyskie,SK,26,128360,2,3695,259,891639,29,146128,0,116205
2022-11-05,świętokrzyskie,SK,17,128377,0,3695,199,891838,18,146146,0,116205
2022-11-06,świętokrzyskie,SK,8,128385,0,3695,115,891953,9,146155,0,116205
2022-11-07,świętokrzyskie,SK,3,128388,0,3695,105,892058,4,146159,0,116205
2022-11-08,świętokrzyskie,SK,24,128412,0,3695,314,892372,25,146184,0,116205
2022-11-09,świętokrzyskie,SK,14,128426,0,3695,316,892688,17,146201,0,116205
2022-11-10,świętokrzyskie,SK,24,128450,2,3697,252,892940,31,146232,0,116205
2022-11-11,świętokrzyskie,SK,13,128463,0,3697,172,893112,14,146246,0,116205
2022-11-12,świętokrzyskie,SK,3,128466,0,3697,104,893216,7,146253,0,116205
2022-11-13,świętokrzyskie,SK,2,128468,0,3697,84,893300,2,146255,0,116205
2022-11-14,świętokrzyskie,SK,3,128471,0,3697,127,893427,3,146258,0,116205
2022-11-15,świętokrzyskie,SK,22,128493,0,3697,261,893688,24,146282,0,116205
2022-11-16,świętokrzyskie,SK,15,128508,2,3699,244,893932,17,146299,0,116205
2022-11-17,świętokrzyskie,SK,7,128515,0,3699,195,894127,10,146309,0,116205
2022-11-18,świętokrzyskie,SK,6,128521,2,3701,173,894300,7,146316,0,116205
2022-11-19,świętokrzyskie,SK,10,128531,1,3702,219,894519,12,146328,0,116205
2022-11-20,świętokrzyskie,SK,3,128534,0,3702,82,894601,3,146331,0,116205
2022-11-21,świętokrzyskie,SK,2,128536,0,3702,89,894690,2,146333,0,116205
2022-11-22,świętokrzyskie,SK,9,128545,0,3702,266,894956,10,146343,0,116205
2022-11-23,świętokrzyskie,SK,11,128556,1,3703,223,895179,11,146354,0,116205
2022-11-24,świętokrzyskie,SK,16,128572,0,3703,218,895397,17,146371,0,116205
2022-11-25,świętokrzyskie,SK,10,128582,0,3703,189,895586,11,146382,0,116205
2022-11-26,świętokrzyskie,SK,15,128597,0,3703,207,895793,15,146397,0,116205
2022-11-27,świętokrzyskie,SK,4,128601,0,3703,98,895891,6,146403,0,116205
2022-11-28,świętokrzyskie,SK,5,128606,0,3703,114,896005,7,146410,0,116205
2022-11-29,świętokrzyskie,SK,15,128621,0,3703,243,896248,16,146426,0,116205
2022-11-30,świętokrzyskie,SK,12,128633,0,3703,222,896470,15,146441,0,116205
2022-12-01,świętokrzyskie,SK,13,128646,0,3703,232,896702,13,146454,0,116205
2022-12-02,świętokrzyskie,SK,15,128661,0,3703,176,896878,16,146470,0,116205
2022-12-03,świętokrzyskie,SK,18,128679,0,3703,196,897074,20,146490,0,116205
2022-12-04,świętokrzyskie,SK,3,128682,0,3703,90,897164,4,146494,0,116205
2022-12-05,świętokrzyskie,SK,4,128686,0,3703,103,897267,4,146498,0,116205
2022-12-06,świętokrzyskie,SK,27,128713,1,3704,279,897546,27,146525,0,116205
2022-12-07,świętokrzyskie,SK,11,128724,0,3704,189,897735,11,146536,0,116205
2022-12-08,świętokrzyskie,SK,11,128735,0,3704,211,897946,13,146549,0,116205
2022-12-09,świętokrzyskie,SK,8,128743,0,3704,151,898097,10,146559,0,116205
2022-12-10,świętokrzyskie,SK,10,128753,0,3704,158,898255,12,146571,0,116205
2022-12-11,świętokrzyskie,SK,3,128756,0,3704,86,898341,4,146575,0,116205
2022-12-12,świętokrzyskie,SK,2,128758,0,3704,83,898424,4,146579,0,116205
2022-12-13,świętokrzyskie,SK,32,128790,0,3704,332,898756,33,146612,0,116205
2022-12-14,świętokrzyskie,SK,28,128818,0,3704,292,899048,29,146641,0,116205
2022-12-15,świętokrzyskie,SK,27,128845,0,3704,279,899327,28,146669,0,116205
2022-12-16,świętokrzyskie,SK,28,128873,0,3704,290,899617,32,146701,0,116205
2022-12-17,świętokrzyskie,SK,17,128890,0,3704,230,899847,21,146722,0,116205
2022-12-18,świętokrzyskie,SK,4,128894,0,3704,98,899945,4,146726,0,116205
2022-12-19,świętokrzyskie,SK,6,128900,0,3704,117,900062,6,146732,0,116205
2022-12-20,świętokrzyskie,SK,32,128932,0,3704,319,900381,35,146767,0,116205
2022-12-21,świętokrzyskie,SK,25,128957,1,3705,264,900645,29,146796,0,116205
2022-12-22,świętokrzyskie,SK,19,128976,1,3706,263,900908,30,146826,0,116205
2022-12-23,świętokrzyskie,SK,13,128989,0,3706,263,901171,18,146844,0,116205
2022-12-24,świętokrzyskie,SK,25,129014,0,3706,245,901416,30,146874,0,116205
2022-12-25,świętokrzyskie,SK,0,129014,0,3706,92,901508,0,146874,0,116205
2022-12-26,świętokrzyskie,SK,8,129022,0,3706,111,901619,10,146884,0,116205
2022-12-27,świętokrzyskie,SK,5,129027,0,3706,154,901773,6,146890,0,116205
2022-12-28,świętokrzyskie,SK,28,129055,0,3706,374,902147,33,146923,0,116205
2022-12-29,świętokrzyskie,SK,15,129070,0,3706,201,902348,19,146942,0,116205
2022-12-30,świętokrzyskie,SK,17,129087,0,3706,261,902609,19,146961,0,116205
2022-12-31,świętokrzyskie,SK,22,129109,0,3706,219,902828,24,146985,0,116205
2023-01-01,świętokrzyskie,SK,8,129117,0,3706,121,902949,8,146993,0,116205
2023-01-02,świętokrzyskie,SK,6,129123,0,3706,125,903074,7,147000,0,116205
2023-01-03,świętokrzyskie,SK,35,129158,0,3706,380,903454,38,147038,0,116205
2023-01-04,świętokrzyskie,SK,21,129179,2,3708,320,903774,24,147062,0,116205
2023-01-05,świętokrzyskie,SK,26,129205,0,3708,263,904037,27,147089,0,116205
2023-01-06,świętokrzyskie,SK,8,129213,0,3708,262,904299,9,147098,0,116205
2023-01-07,świętokrzyskie,SK,4,129217,0,3708,102,904401,4,147102,0,116205
2023-01-08,świętokrzyskie,SK,5,129222,0,3708,108,904509,6,147108,0,116205
2023-01-09,świętokrzyskie,SK,6,129228,0,3708,141,904650,8,147116,0,116205
2023-01-10,świętokrzyskie,SK,18,129246,1,3709,341,904991,20,147136,0,116205
2023-01-11,świętokrzyskie,SK,13,129259,2,3711,207,905198,15,147151,0,116205
2023-01-12,świętokrzyskie,SK,16,129275,0,3711,201,905399,17,147168,0,116205
2023-01-13,świętokrzyskie,SK,12,129287,0,3711,205,905604,13,147181,0,116205
2023-01-14,świętokrzyskie,SK,7,129294,0,3711,179,905783,8,147189,0,116205
2023-01-15,świętokrzyskie,SK,4,129298,0,3711,71,905854,5,147194,0,116205
2023-01-16,świętokrzyskie,SK,5,129303,0,3711,109,905963,5,147199,0,116205
2023-01-17,świętokrzyskie,SK,13,129316,2,3713,190,906153,14,147213,0,116205
2023-01-18,świętokrzyskie,SK,14,129330,0,3713,192,906345,18,147231,0,116205
2023-01-19,świętokrzyskie,SK,17,129347,0,3713,151,906496,20,147251,0,116205
2023-01-20,świętokrzyskie,SK,8,129355,1,3714,163,906659,9,147260,0,116205
2023-01-21,świętokrzyskie,SK,11,129366,0,3714,177,906836,11,147271,0,116205
2023-01-22,świętokrzyskie,SK,1,129367,0,3714,55,906891,1,147272,0,116205
2023-01-23,świętokrzyskie,SK,1,129368,0,3714,81,906972,1,147273,0,116205
2023-01-24,świętokrzyskie,SK,19,129387,0,3714,226,907198,22,147295,0,116205
2023-01-25,świętokrzyskie,SK,14,129401,0,3714,184,907382,19,147314,0,116205
2023-01-26,świętokrzyskie,SK,19,129420,0,3714,177,907559,21,147335,0,116205
2023-01-27,świętokrzyskie,SK,20,129440,1,3715,155,907714,21,147356,0,116205
2023-01-28,świętokrzyskie,SK,16,129456,0,3715,96,907810,18,147374,0,116205
2023-01-29,świętokrzyskie,SK,3,129459,0,3715,33,907843,3,147377,0,116205
2023-01-30,świętokrzyskie,SK,1,129460,0,3715,57,907900,2,147379,0,116205
2023-01-31,świętokrzyskie,SK,32,129492,0,3715,160,908060,34,147413,0,116205
2023-02-01,świętokrzyskie,SK,27,129519,0,3715,192,908252,28,147441,0,116205
2023-02-02,świętokrzyskie,SK,18,129537,0,3715,144,908396,18,147459,0,116205
2023-02-03,świętokrzyskie,SK,31,129568,0,3715,485,908881,37,147496,0,116205
2023-02-04,świętokrzyskie,SK,24,129592,1,3716,140,909021,26,147522,0,116205
2023-02-05,świętokrzyskie,SK,7,129599,0,3716,70,909091,7,147529,0,116205
2023-02-06,świętokrzyskie,SK,7,129606,0,3716,91,909182,7,147536,0,116205
2023-02-07,świętokrzyskie,SK,28,129634,0,3716,189,909371,31,147567,0,116205
2023-02-08,świętokrzyskie,SK,27,129661,0,3716,138,909509,29,147596,0,116205
2023-02-09,świętokrzyskie,SK,26,129687,0,3716,152,909661,26,147622,0,116205
2023-02-10,świętokrzyskie,SK,28,129715,1,3717,140,909801,30,147652,0,116205
2023-02-11,świętokrzyskie,SK,35,129750,1,3718,115,909916,39,147691,0,116205
2023-02-12,świętokrzyskie,SK,5,129755,0,3718,70,909986,6,147697,0,116205
2023-02-13,świętokrzyskie,SK,10,129765,0,3718,78,910064,12,147709,0,116205
2023-02-14,świętokrzyskie,SK,37,129802,0,3718,189,910253,37,147746,0,116205
2023-02-15,świętokrzyskie,SK,30,129832,5,3723,173,910426,36,147782,0,116205
2023-02-16,świętokrzyskie,SK,34,129866,0,3723,108,910534,34,147816,0,116205
2023-02-17,świętokrzyskie,SK,55,129921,2,3725,183,910717,68,147884,0,116205
2023-02-18,świętokrzyskie,SK,36,129957,0,3725,105,910822,38,147922,0,116205
2023-02-19,świętokrzyskie,SK,4,129961,0,3725,58,910880,7,147929,0,116205
2023-02-20,świętokrzyskie,SK,5,129966,0,3725,73,910953,6,147935,0,116205
2023-02-21,świętokrzyskie,SK,66,130032,0,3725,215,911168,72,148007,0,116205
2023-02-22,świętokrzyskie,SK,52,130084,0,3725,209,911377,55,148062,0,116205
2023-02-23,świętokrzyskie,SK,71,130155,0,3725,178,911555,73,148135,0,116205
2023-02-24,świętokrzyskie,SK,59,130214,1,3726,159,911714,65,148200,0,116205
2023-02-25,świętokrzyskie,SK,76,130290,0,3726,196,911910,82,148282,0,116205
2023-02-26,świętokrzyskie,SK,15,130305,0,3726,70,911980,17,148299,0,116205
2023-02-27,świętokrzyskie,SK,9,130314,0,3726,93,912073,9,148308,0,116205
2023-02-28,świętokrzyskie,SK,92,130406,0,3726,230,912303,97,148405,0,116205
2023-03-01,świętokrzyskie,SK,65,130471,0,3726,206,912509,73,148478,0,116205
2023-03-02,świętokrzyskie,SK,69,130540,0,3726,205,912714,75,148553,0,116205
2023-03-03,świętokrzyskie,SK,109,130649,0,3726,303,913017,116,148669,0,116205
