country,code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Poland,POL,2023-09-20,58026829,22877176,22649063,15389504,75,165,145.59,57.4,56.83,38.61,4,7,0.0
Poland,POL,2023-09-21,58026893,22877183,22649076,15389551,64,161,145.59,57.4,56.83,38.61,4,8,0.0
Poland,POL,2023-09-22,58026980,22877190,22649084,15389622,87,150,145.59,57.4,56.83,38.61,4,6,0.0
Poland,POL,2023-09-23,58027025,22877194,22649097,15389648,45,68,145.59,57.4,56.83,38.61,2,5,0.0
Poland,POL,2023-09-24,58027029,22877197,,15389649,4,55,145.59,57.4,,38.61,1,5,0.0
Poland,POL,2023-09-25,58027121,22877201,22649101,15389734,92,61,145.59,57.4,56.83,38.61,2,5,0.0
Poland,POL,2023-09-26,58027195,22877206,22649108,15389798,74,63,145.59,57.4,56.83,38.61,2,5,0.0
Poland,POL,2023-09-27,58027265,22877208,,15389865,70,62,145.59,57.4,,38.61,2,5,0.0
Poland,POL,2023-09-28,58027370,22877223,22649115,15389948,105,68,145.59,57.4,56.83,38.61,2,6,0.0
Poland,POL,2023-09-29,58027565,22877227,22649128,15390127,195,84,145.59,57.4,56.83,38.61,2,5,0.0
Poland,POL,2023-09-30,58027580,22877235,22649137,,15,79,145.59,57.4,56.83,,2,6,0.0
Poland,POL,2023-10-01,58027595,,22649138,15390141,15,81,145.59,,56.83,38.61,2,6,0.0
Poland,POL,2023-10-02,58027691,22877243,22649148,15390221,96,81,145.59,57.4,56.83,38.61,2,6,0.0
Poland,POL,2023-10-03,58027772,22877248,22649150,15390295,81,82,145.59,57.4,56.83,38.61,2,6,0.0
Poland,POL,2023-10-04,58028538,22877255,22649155,15391049,766,182,145.59,57.4,56.83,38.62,5,7,0.0
Poland,POL,2023-10-05,58028686,22877261,22649169,15391178,148,188,145.59,57.4,56.83,38.62,5,5,0.0
Poland,POL,2023-10-06,58028811,22877266,22649177,15391291,125,178,145.59,57.4,56.83,38.62,4,6,0.0
Poland,POL,2023-10-07,58028872,22877274,22649182,15391337,61,185,145.59,57.4,56.83,38.62,5,6,0.0
Poland,POL,2023-10-08,58028879,22877275,22649184,15391342,7,183,145.59,57.4,56.83,38.62,5,5,0.0
Poland,POL,2023-10-09,58028977,22877281,,15391433,98,184,145.59,57.4,,38.62,5,5,0.0
Poland,POL,2023-10-10,58029063,22877288,22649189,15391507,86,184,145.59,57.4,56.83,38.62,5,6,0.0
Poland,POL,2023-10-11,58029141,22877296,22649193,15391574,78,86,145.59,57.4,56.83,38.62,2,6,0.0
Poland,POL,2023-10-12,58029237,22877301,22649199,15391659,96,79,145.59,57.4,56.83,38.62,2,6,0.0
Poland,POL,2023-10-13,58029362,22877306,22649213,15391766,125,79,145.59,57.4,56.83,38.62,2,6,0.0
Poland,POL,2023-10-14,58029411,22877311,22649227,15391799,49,77,145.59,57.4,56.83,38.62,2,5,0.0
Poland,POL,2023-10-15,58029430,22877313,22649229,15391813,19,79,145.59,57.4,56.83,38.62,2,5,0.0
Poland,POL,2023-10-16,58029517,22877319,22649233,15391890,87,77,145.59,57.4,56.83,38.62,2,5,0.0
Poland,POL,2023-10-17,58029591,22877322,22649238,15391957,74,75,145.59,57.4,56.83,38.62,2,5,0.0
Poland,POL,2023-10-18,58029678,22877326,22649247,15392032,87,77,145.59,57.4,56.83,38.62,2,4,0.0
Poland,POL,2023-10-19,58029790,22877334,22649251,15392129,112,79,145.59,57.4,56.83,38.62,2,5,0.0
Poland,POL,2023-10-20,58029907,,22649253,15392245,117,78,145.59,,56.83,38.62,2,4,0.0
Poland,POL,2023-10-21,58029937,22877337,22649257,15392268,30,75,145.59,57.4,56.83,38.62,2,4,0.0
Poland,POL,2023-10-22,58029963,22877339,22649260,15392291,26,76,145.59,57.4,56.83,38.62,2,4,0.0
Poland,POL,2023-10-23,58030045,22877344,,15392366,82,75,145.6,57.4,,38.62,2,4,0.0
Poland,POL,2023-10-24,58030113,22877350,22649260,15392426,68,75,145.6,57.4,56.83,38.62,2,4,0.0
Poland,POL,2023-10-25,58030218,22877361,22649263,15392518,105,77,145.6,57.4,56.83,38.62,2,5,0.0
Poland,POL,2023-10-26,58030340,22877366,22649272,15392630,122,79,145.6,57.4,56.83,38.62,2,5,0.0
Poland,POL,2023-10-27,58030436,22877372,22649273,15392718,96,76,145.6,57.4,56.83,38.62,2,5,0.0
Poland,POL,2023-10-28,58030499,22877377,22649279,15392771,63,80,145.6,57.4,56.83,38.62,2,6,0.0
Poland,POL,2023-10-29,58030524,22877379,22649285,15392790,25,80,145.6,57.4,56.83,38.62,2,6,0.0
Poland,POL,2023-10-30,58030611,22877382,,15392872,87,81,145.6,57.4,,38.62,2,5,0.0
Poland,POL,2023-10-31,58030729,22877389,22649291,15392977,118,88,145.6,57.4,56.83,38.62,2,6,0.0
Poland,POL,2023-11-01,58030736,,22649292,15392984,7,74,145.6,,56.83,38.62,2,4,0.0
Poland,POL,2023-11-02,58030813,22877392,22649297,15393054,77,68,145.6,57.4,56.83,38.62,2,4,0.0
Poland,POL,2023-11-03,58030973,22877396,22649305,15393201,160,77,145.6,57.4,56.83,38.62,2,3,0.0
Poland,POL,2023-11-04,58031034,22877410,22649313,15393241,61,76,145.6,57.4,56.83,38.62,2,5,0.0
Poland,POL,2023-11-05,58031045,22877411,,15393251,11,74,145.6,57.4,,38.62,2,5,0.0
Poland,POL,2023-11-06,58031235,22877416,22649313,15393435,190,89,145.6,57.4,56.83,38.62,2,5,0.0
Poland,POL,2023-11-07,58031659,22877448,22649343,15393826,424,133,145.6,57.4,56.83,38.62,3,8,0.0
Poland,POL,2023-11-08,58031884,22877455,22649345,15394040,225,164,145.6,57.4,56.83,38.62,4,9,0.0
Poland,POL,2023-11-09,58032142,22877468,22649355,15394278,258,190,145.6,57.4,56.83,38.62,5,11,0.0
Poland,POL,2023-11-10,58032403,22877472,,15394535,261,204,145.6,57.4,,38.62,5,11,0.0
