country,code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Poland,POL,2023-01-21,57858307,22863095,22636166,15242754,861,2692,145.16,57.36,56.79,38.24,68,640,0.002
Poland,POL,2023-01-22,57858447,22863103,22636195,15242865,140,2684,145.16,57.36,56.79,38.24,67,640,0.002
Poland,POL,2023-01-23,57860217,22863182,22636268,15244519,1770,2346,145.17,57.36,56.79,38.25,59,440,0.001
Poland,POL,2023-01-24,57865024,22865108,22636970,15246708,4807,2709,145.18,57.37,56.8,38.25,68,690,0.002
Poland,POL,2023-01-25,57865025,,22636972,15246709,1,2231,145.18,,56.8,38.25,56,647,0.002
Poland,POL,2023-01-26,57869547,22865987,22637800,15250154,4522,2226,145.19,57.37,56.8,38.26,56,436,0.001
Poland,POL,2023-01-27,57876735,22867020,22638221,15256072,7188,2756,145.21,57.37,56.8,38.28,69,567,0.001
Poland,POL,2023-01-28,57877804,22867153,22638354,15256900,1069,2785,145.21,57.37,56.8,38.28,70,580,0.001
Poland,POL,2023-01-29,57878044,22867223,22638381,15257049,240,2800,145.21,57.37,56.8,38.28,70,589,0.001
Poland,POL,2023-01-30,57879747,22867372,22638509,15258526,1703,2790,145.22,57.37,56.8,38.28,70,599,0.002
Poland,POL,2023-01-31,57881543,22867577,22638638,15260020,1796,2360,145.22,57.37,56.8,38.29,59,353,0.001
Poland,POL,2023-02-01,57883195,22867688,22638779,15261473,1652,2596,145.23,57.37,56.8,38.29,65,306,0.001
Poland,POL,2023-02-02,57884887,22867884,22638934,15262842,1692,2191,145.23,57.37,56.8,38.29,55,271,0.001
Poland,POL,2023-02-03,57887272,22867989,22639171,15264954,2385,1505,145.24,57.37,56.8,38.3,38,138,0.0
Poland,POL,2023-02-04,57887994,22868045,22639335,15265475,722,1456,145.24,57.38,56.8,38.3,37,127,0.0
Poland,POL,2023-02-05,57888081,22868052,22639345,15265552,87,1434,145.24,57.38,56.8,38.3,36,118,0.0
Poland,POL,2023-02-06,57889314,22868195,22639452,15266574,1233,1367,145.24,57.38,56.8,38.3,34,118,0.0
Poland,POL,2023-02-07,57890607,22868315,22639561,15267671,1293,1295,145.25,57.38,56.8,38.31,32,105,0.0
Poland,POL,2023-02-08,57892066,22868453,22639664,15268928,1459,1267,145.25,57.38,56.8,38.31,32,109,0.0
Poland,POL,2023-02-09,57893590,22868653,22639876,15270112,1524,1243,145.25,57.38,56.8,38.31,31,110,0.0
Poland,POL,2023-02-10,57895320,22868767,22640035,15271629,1730,1150,145.26,57.38,56.8,38.32,29,111,0.0
Poland,POL,2023-02-11,57895841,22868867,22640117,15271986,521,1121,145.26,57.38,56.8,38.32,28,117,0.0
Poland,POL,2023-02-12,57896024,22868936,22640137,15272083,183,1135,145.26,57.38,56.8,38.32,28,126,0.0
Poland,POL,2023-02-13,57897136,22869120,22640213,15272967,1112,1117,145.26,57.38,56.8,38.32,28,132,0.0
Poland,POL,2023-02-14,57898070,22869277,22640316,15273684,934,1066,145.26,57.38,56.8,38.32,27,137,0.0
Poland,POL,2023-02-15,57899175,22869388,22640413,15274622,1105,1016,145.27,57.38,56.8,38.32,25,134,0.0
Poland,POL,2023-02-16,57900171,22869479,22640537,15275443,996,940,145.27,57.38,56.8,38.33,24,118,0.0
Poland,POL,2023-02-17,57901633,22869601,22640747,15276622,1462,902,145.27,57.38,56.8,38.33,23,119,0.0
Poland,POL,2023-02-18,57902066,22869638,22640857,15276926,433,889,145.27,57.38,56.81,38.33,22,110,0.0
Poland,POL,2023-02-19,57902182,22869642,22640918,15276977,116,880,145.27,57.38,56.81,38.33,22,101,0.0
Poland,POL,2023-02-20,57903125,22869712,22641085,15277719,943,856,145.28,57.38,56.81,38.33,21,85,0.0
Poland,POL,2023-02-21,57903994,22869782,22641244,15278384,869,846,145.28,57.38,56.81,38.33,21,72,0.0
Poland,POL,2023-02-22,57905201,22869853,22641391,15279412,1207,861,145.28,57.38,56.81,38.34,22,66,0.0
Poland,POL,2023-02-23,57907198,22870068,22641562,15281081,1997,1004,145.29,57.38,56.81,38.34,25,84,0.0
Poland,POL,2023-02-24,57909118,22870154,22641692,15282834,1920,1069,145.29,57.38,56.81,38.34,27,79,0.0
Poland,POL,2023-02-25,57909667,22870224,22641740,15283274,549,1086,145.29,57.38,56.81,38.35,27,84,0.0
Poland,POL,2023-02-26,57909800,22870227,22641752,15283399,133,1088,145.29,57.38,56.81,38.35,27,84,0.0
Poland,POL,2023-02-27,57911337,22870298,22641884,15284759,1537,1173,145.3,57.38,56.81,38.35,29,84,0.0
Poland,POL,2023-02-28,57912594,22870409,22641944,15285870,1257,1229,145.3,57.38,56.81,38.35,31,90,0.0
Poland,POL,2023-03-01,57914054,22870482,22642090,15287153,1460,1265,145.3,57.38,56.81,38.35,32,90,0.0
Poland,POL,2023-03-02,57915533,22870567,22642212,15288468,1479,1191,145.31,57.38,56.81,38.36,30,71,0.0
Poland,POL,2023-03-03,57917393,22870672,22642317,15290183,1860,1182,145.31,57.38,56.81,38.36,30,74,0.0
Poland,POL,2023-03-04,57917836,22870715,22642368,15290552,443,1167,145.31,57.38,56.81,38.36,29,70,0.0
Poland,POL,2023-03-05,57917935,22870731,22642380,15290629,99,1162,145.31,57.38,56.81,38.36,29,72,0.0
Poland,POL,2023-03-06,57919489,22870784,22642494,15292036,1554,1165,145.32,57.38,56.81,38.37,29,69,0.0
Poland,POL,2023-03-07,57920671,22870823,22642606,15293093,1182,1154,145.32,57.38,56.81,38.37,29,59,0.0
Poland,POL,2023-03-08,57921737,22870879,22642774,15293966,1066,1098,145.32,57.38,56.81,38.37,28,57,0.0
Poland,POL,2023-03-09,57923036,22870929,22642841,15295169,1299,1072,145.33,57.38,56.81,38.37,27,52,0.0
Poland,POL,2023-03-10,57925345,22871039,22642926,15297324,2309,1136,145.33,57.38,56.81,38.38,29,52,0.0
Poland,POL,2023-03-11,57925802,22871076,22642972,15297714,457,1138,145.33,57.38,56.81,38.38,29,52,0.0
Poland,POL,2023-03-12,57925885,22871091,22643002,15297766,83,1136,145.33,57.38,56.81,38.38,29,51,0.0
Poland,POL,2023-03-13,57927163,22871133,22643117,15298913,1278,1096,145.34,57.38,56.81,38.38,27,50,0.0
Poland,POL,2023-03-14,57928449,22871248,22643187,15300053,1286,1111,145.34,57.38,56.81,38.39,28,61,0.0
Poland,POL,2023-03-15,57929508,22871373,22643274,15300946,1059,1110,145.34,57.38,56.81,38.39,28,71,0.0
Poland,POL,2023-03-16,,,,,,1161,,,,,29,76,0.0
Poland,POL,2023-03-17,57932815,22871543,22643510,15303927,,1067,145.35,57.38,56.81,38.4,27,72,0.0
Poland,POL,2023-03-18,57933232,22871574,22643553,15304283,417,1061,145.35,57.38,56.81,38.4,27,71,0.0
Poland,POL,2023-03-19,57933513,22871586,22643558,15304551,281,1090,145.35,57.38,56.81,38.4,27,71,0.0
Poland,POL,2023-03-20,57935715,22871721,22643631,15306579,2202,1222,145.36,57.38,56.81,38.4,31,84,0.0
Poland,POL,2023-03-21,57937075,22871837,22643696,15307798,1360,1232,145.36,57.38,56.81,38.41,31,84,0.0
Poland,POL,2023-03-22,57941840,22872361,22644184,15311980,4765,1762,145.37,57.39,56.81,38.42,44,141,0.0
Poland,POL,2023-03-23,57942856,22872579,22644453,15312685,1016,1671,145.38,57.39,56.81,38.42,42,160,0.0
Poland,POL,2023-03-24,57944401,22872877,22644751,15313902,1545,1655,145.38,57.39,56.81,38.42,42,191,0.0
Poland,POL,2023-03-25,57944860,22873055,22644877,15314162,459,1661,145.38,57.39,56.82,38.42,42,212,0.001
Poland,POL,2023-03-26,57944950,22873076,22644886,15314223,90,1634,145.38,57.39,56.82,38.42,41,213,0.001
Poland,POL,2023-03-27,57946308,22873217,22644935,15315413,1358,1513,145.38,57.39,56.82,38.43,38,214,0.001
Poland,POL,2023-03-28,57947878,22873301,22644994,15316863,1570,1543,145.39,57.39,56.82,38.43,39,209,0.001
Poland,POL,2023-03-29,57951045,22873430,22645076,15319863,3167,1315,145.4,57.39,56.82,38.44,33,153,0.0
Poland,POL,2023-03-30,57957606,22873547,22645140,15326268,6561,2107,145.41,57.39,56.82,38.45,53,138,0.0
Poland,POL,2023-03-31,57959248,22873656,22645223,15327746,1642,2121,145.42,57.39,56.82,38.46,53,111,0.0
Poland,POL,2023-04-01,57959642,22873720,22645284,15328044,394,2112,145.42,57.39,56.82,38.46,53,95,0.0
Poland,POL,2023-04-02,57959770,22873750,22645324,15328106,128,2117,145.42,57.39,56.82,38.46,53,96,0.0
Poland,POL,2023-04-03,57960324,22873818,22645394,15328573,554,2002,145.42,57.39,56.82,38.46,50,86,0.0
Poland,POL,2023-04-04,57960882,22873879,22645508,15328982,558,1858,145.42,57.39,56.82,38.46,47,83,0.0
Poland,POL,2023-04-05,57961392,22873930,22645566,15329408,510,1478,145.42,57.39,56.82,38.46,37,71,0.0
Poland,POL,2023-04-06,57961949,22873997,22645645,15329861,557,620,145.42,57.39,56.82,38.46,16,64,0.0
Poland,POL,2023-04-07,,,,,,432,,,,,11,54,0.0
Poland,POL,2023-04-08,57962597,22874067,22645766,15330355,,422,145.43,57.39,56.82,38.46,11,50,0.0
Poland,POL,2023-04-09,57962604,22874069,22645771,15330359,7,405,145.43,57.39,56.82,38.46,10,46,0.0
Poland,POL,2023-04-10,57962633,22874074,,15330383,29,330,145.43,57.39,,38.46,8,37,0.0
Poland,POL,2023-04-11,57963085,22874124,22645839,15330751,452,315,145.43,57.39,56.82,38.46,8,35,0.0
Poland,POL,2023-04-12,57964047,22874296,22645932,15331483,962,379,145.43,57.39,56.82,38.47,10,52,0.0
Poland,POL,2023-04-13,57965017,22874348,22646035,15332322,970,438,145.43,57.39,56.82,38.47,11,50,0.0
Poland,POL,2023-04-14,57965652,22874428,22646132,15332837,635,483,145.43,57.39,56.82,38.47,12,57,0.0
Poland,POL,2023-04-15,57965876,22874451,22646156,15333025,224,468,145.43,57.39,56.82,38.47,12,55,0.0
Poland,POL,2023-04-16,57966000,22874457,22646167,15333133,124,485,145.43,57.39,56.82,38.47,12,55,0.0
Poland,POL,2023-04-17,57966780,22874541,22646310,15333737,780,592,145.44,57.39,56.82,38.47,15,67,0.0
Poland,POL,2023-04-18,57967857,22874593,22646480,15334628,1077,682,145.44,57.39,56.82,38.47,17,67,0.0
Poland,POL,2023-04-19,57969319,22874628,22646578,15335976,1462,753,145.44,57.39,56.82,38.48,19,47,0.0
Poland,POL,2023-04-20,57970126,22874672,22646690,15336654,807,730,145.44,57.39,56.82,38.48,18,46,0.0
Poland,POL,2023-04-21,57971166,22874756,22646783,15337574,1040,788,145.45,57.39,56.82,38.48,20,47,0.0
Poland,POL,2023-04-22,57971602,22874787,22646826,15337948,436,818,145.45,57.39,56.82,38.48,21,48,0.0
Poland,POL,2023-04-23,57971830,22874792,22646834,15338168,228,833,145.45,57.39,56.82,38.48,21,48,0.0
Poland,POL,2023-04-24,57972503,22874847,22646976,15338672,673,818,145.45,57.39,56.82,38.48,21,44,0.0
Poland,POL,2023-04-25,57973861,22874901,22647101,15339876,1358,858,145.45,57.39,56.82,38.49,22,44,0.0
Poland,POL,2023-04-26,57975420,22874992,22647188,15341296,1559,872,145.46,57.39,56.82,38.49,22,52,0.0
Poland,POL,2023-04-27,57978594,22875127,22647258,15344315,3174,1210,145.47,57.39,56.82,38.5,30,65,0.0
Poland,POL,2023-04-28,57980415,22875239,22647328,15346010,1821,1321,145.47,57.39,56.82,38.5,33,69,0.0
Poland,POL,2023-04-29,57980489,22875271,22647350,15346048,74,1270,145.47,57.39,56.82,38.5,32,69,0.0
Poland,POL,2023-04-30,57984417,22875326,22647368,15349917,3928,1798,145.48,57.39,56.82,38.51,45,76,0.0
Poland,POL,2023-05-01,57990616,22875338,,15356102,6199,2588,145.5,57.39,,38.53,65,70,0.0
Poland,POL,2023-05-02,57991641,22875362,,15357097,1025,2540,145.5,57.39,,38.53,64,66,0.0
Poland,POL,2023-05-03,57992654,,,15358111,1013,2462,145.5,,,38.53,62,55,0.0
Poland,POL,2023-05-04,57993296,22875397,22647380,15358667,642,2100,145.5,57.39,56.82,38.53,53,39,0.0
Poland,POL,2023-05-05,57993609,22875431,22647444,15358905,313,1885,145.5,57.39,56.82,38.53,47,27,0.0
Poland,POL,2023-05-06,57993743,22875446,22647467,15359004,134,1893,145.5,57.39,56.82,38.54,47,25,0.0
Poland,POL,2023-05-07,57993820,22875449,22647474,15359073,77,1343,145.5,57.39,56.82,38.54,34,18,0.0
Poland,POL,2023-05-08,57994254,22875483,22647545,15359421,434,520,145.51,57.39,56.82,38.54,13,21,0.0
Poland,POL,2023-05-09,57994659,22875499,22647566,15359799,405,431,145.51,57.39,56.82,38.54,11,20,0.0
Poland,POL,2023-05-10,57995069,22875531,22647603,15360145,410,345,145.51,57.39,56.82,38.54,9,22,0.0
Poland,POL,2023-05-11,57995549,22875623,22647648,15360499,480,322,145.51,57.39,56.82,38.54,8,32,0.0
Poland,POL,2023-05-12,57996086,22875655,22647695,15360974,537,354,145.51,57.39,56.82,38.54,9,32,0.0
Poland,POL,2023-05-13,57996293,22875703,22647712,15361118,207,364,145.51,57.39,56.82,38.54,9,37,0.0
Poland,POL,2023-05-14,57996426,22875812,22647714,15361139,133,372,145.51,57.39,56.82,38.54,9,52,0.0
Poland,POL,2023-05-15,57996725,22875823,22647742,15361406,299,353,145.51,57.39,56.82,38.54,9,49,0.0
Poland,POL,2023-05-16,57996990,22875860,22647769,15361620,265,333,145.51,57.39,56.82,38.54,8,52,0.0
Poland,POL,2023-05-17,57997273,22875877,22647794,15361869,283,315,145.51,57.39,56.82,38.54,8,49,0.0
Poland,POL,2023-05-18,57997588,22875907,22647827,15362140,315,291,145.51,57.39,56.82,38.54,7,41,0.0
Poland,POL,2023-05-19,57998335,22875919,22647851,15362859,747,321,145.52,57.39,56.82,38.54,8,38,0.0
Poland,POL,2023-05-20,,,,,,299,,,,,8,31,0.0
Poland,POL,2023-05-21,57998435,22875926,22647855,15362946,,287,145.52,57.39,56.82,38.55,7,16,0.0
Poland,POL,2023-05-22,57999366,22875931,22647868,15363863,931,377,145.52,57.39,56.82,38.55,9,15,0.0
Poland,POL,2023-05-23,58000631,22875948,22647889,15365100,1265,520,145.52,57.39,56.82,38.55,13,13,0.0
Poland,POL,2023-05-24,58001993,22875961,22647910,15366435,1362,674,145.52,57.39,56.82,38.55,17,12,0.0
Poland,POL,2023-05-25,58003005,22875981,22647928,15367414,1012,774,145.53,57.39,56.82,38.56,19,11,0.0
Poland,POL,2023-05-26,58003296,22876013,22647952,15367663,291,709,145.53,57.4,56.82,38.56,18,13,0.0
Poland,POL,2023-05-27,58003450,22876021,22647966,15367800,154,724,145.53,57.4,56.82,38.56,18,14,0.0
Poland,POL,2023-05-28,58006472,22876022,,15370820,3022,1148,145.54,57.4,,38.56,29,14,0.0
Poland,POL,2023-05-29,58006666,22876034,22647985,15370987,194,1043,145.54,57.4,56.82,38.57,26,15,0.0
Poland,POL,2023-05-30,58007972,22876052,22648001,15372270,1306,1049,145.54,57.4,56.82,38.57,26,15,0.0
Poland,POL,2023-05-31,58008597,22876069,22648019,15372864,625,943,145.54,57.4,56.82,38.57,24,15,0.0
Poland,POL,2023-06-01,58008951,22876078,22648035,15373197,354,849,145.54,57.4,56.82,38.57,21,14,0.0
Poland,POL,2023-06-02,58009158,22876098,22648052,15373373,207,837,145.54,57.4,56.82,38.57,21,12,0.0
Poland,POL,2023-06-03,58009183,22876100,22648057,15373395,25,819,145.54,57.4,56.82,38.57,21,11,0.0
Poland,POL,2023-06-04,58009210,22876102,22648066,15373414,27,391,145.54,57.4,56.82,38.57,10,11,0.0
Poland,POL,2023-06-05,58010459,22876112,22648073,15374645,1249,542,145.55,57.4,56.82,38.57,14,11,0.0
Poland,POL,2023-06-06,58011024,22876122,22648083,15375199,565,436,145.55,57.4,56.82,38.58,11,10,0.0
Poland,POL,2023-06-07,58011190,22876132,22648090,15375351,166,370,145.55,57.4,56.82,38.58,9,9,0.0
Poland,POL,2023-06-08,58011197,22876133,22648094,15375354,7,321,145.55,57.4,56.82,38.58,8,8,0.0
Poland,POL,2023-06-09,58011339,22876145,22648102,15375484,142,312,145.55,57.4,56.82,38.58,8,7,0.0
Poland,POL,2023-06-10,58011371,22876148,22648104,15375510,32,313,145.55,57.4,56.82,38.58,8,7,0.0
Poland,POL,2023-06-11,58011397,22876151,22648108,15375532,26,312,145.55,57.4,56.82,38.58,8,7,0.0
Poland,POL,2023-06-12,58012988,22876158,22648120,15377110,1591,361,145.55,57.4,56.82,38.58,9,7,0.0
Poland,POL,2023-06-13,58013115,22876170,22648133,15377216,127,299,145.55,57.4,56.82,38.58,8,7,0.0
Poland,POL,2023-06-14,58013247,22876177,22648140,15377338,132,294,145.55,57.4,56.82,38.58,7,6,0.0
Poland,POL,2023-06-15,58013458,22876195,22648157,15377517,211,323,145.55,57.4,56.82,38.58,8,9,0.0
Poland,POL,2023-06-16,58013679,22876203,22648169,15377724,221,334,145.55,57.4,56.82,38.58,8,8,0.0
Poland,POL,2023-06-17,58013715,22876210,22648180,15377746,36,335,145.55,57.4,56.82,38.58,8,9,0.0
Poland,POL,2023-06-18,58013742,22876212,22648185,15377765,27,335,145.55,57.4,56.82,38.58,8,9,0.0
Poland,POL,2023-06-19,58013871,22876221,22648193,15377881,129,126,145.55,57.4,56.82,38.58,3,9,0.0
Poland,POL,2023-06-20,58014204,22876231,,15378208,333,156,145.56,57.4,,38.58,4,9,0.0
Poland,POL,2023-06-21,58015040,22876245,22648201,15379020,836,256,145.56,57.4,56.82,38.59,6,10,0.0
Poland,POL,2023-06-22,58015700,22876286,22648213,15379631,660,320,145.56,57.4,56.82,38.59,8,13,0.0
Poland,POL,2023-06-23,58016044,22876298,22648231,15379946,344,338,145.56,57.4,56.82,38.59,8,14,0.0
Poland,POL,2023-06-24,58016111,22876305,22648239,15380000,67,342,145.56,57.4,56.82,38.59,9,14,0.0
Poland,POL,2023-06-25,58016522,,22648241,15380411,411,397,145.56,,56.82,38.59,10,14,0.0
Poland,POL,2023-06-26,58017359,22876310,22648245,15381242,837,498,145.56,57.4,56.82,38.59,12,13,0.0
Poland,POL,2023-06-27,58017714,22876326,22648253,15381575,355,501,145.56,57.4,56.82,38.59,13,14,0.0
Poland,POL,2023-06-28,58017961,22876332,22648265,15381811,247,417,145.56,57.4,56.82,38.59,10,12,0.0
Poland,POL,2023-06-29,58018158,22876348,22648277,15381986,197,351,145.57,57.4,56.82,38.59,9,9,0.0
Poland,POL,2023-06-30,58018433,22876365,22648286,15382236,275,341,145.57,57.4,56.82,38.59,9,10,0.0
Poland,POL,2023-07-01,58018467,22876366,,15382267,34,337,145.57,57.4,,38.59,8,9,0.0
Poland,POL,2023-07-02,58018478,,22648290,15382279,11,279,145.57,,56.82,38.59,7,9,0.0
Poland,POL,2023-07-03,58018552,22876373,22648297,15382344,74,170,145.57,57.4,56.82,38.59,4,9,0.0
Poland,POL,2023-07-04,58018751,22876388,22648322,15382514,199,148,145.57,57.4,56.82,38.59,4,9,0.0
Poland,POL,2023-07-05,58018929,22876396,22648332,15382678,178,138,145.57,57.4,56.82,38.59,3,9,0.0
Poland,POL,2023-07-06,58019366,,22648342,15383119,437,173,145.57,,56.82,38.6,4,7,0.0
Poland,POL,2023-07-07,58019508,22876396,22648352,15383247,142,154,145.57,57.4,56.82,38.6,4,4,0.0
Poland,POL,2023-07-08,58019530,,,15383269,22,152,145.57,,,38.6,4,5,0.0
Poland,POL,2023-07-09,58019551,22876402,22648355,15383281,21,153,145.57,57.4,56.82,38.6,4,5,0.0
Poland,POL,2023-07-10,58019664,22876418,22648386,15383365,113,159,145.57,57.4,56.82,38.6,4,6,0.0
Poland,POL,2023-07-11,58019731,22876429,22648389,15383421,67,140,145.57,57.4,56.82,38.6,4,6,0.0
Poland,POL,2023-07-12,58019797,22876433,22648397,15383473,66,124,145.57,57.4,56.82,38.6,3,5,0.0
Poland,POL,2023-07-13,58019897,22876448,22648416,15383547,100,76,145.57,57.4,56.82,38.6,2,7,0.0
Poland,POL,2023-07-14,58019976,22876454,22648418,15383618,79,67,145.57,57.4,56.82,38.6,2,8,0.0
Poland,POL,2023-07-15,58020014,22876461,22648421,15383648,38,69,145.57,57.4,56.82,38.6,2,9,0.0
Poland,POL,2023-07-16,58020258,22876462,22648423,15383891,244,101,145.57,57.4,56.82,38.6,3,9,0.0
Poland,POL,2023-07-17,58020738,22876465,22648429,15384365,480,153,145.57,57.4,56.82,38.6,4,7,0.0
Poland,POL,2023-07-18,58021081,22876469,22648432,15384700,343,193,145.57,57.4,56.82,38.6,5,6,0.0
Poland,POL,2023-07-19,58021200,22876472,22648436,15384814,119,200,145.57,57.4,56.82,38.6,5,6,0.0
Poland,POL,2023-07-20,58021246,22876477,22648440,15384852,46,193,145.57,57.4,56.82,38.6,5,4,0.0
Poland,POL,2023-07-21,58022432,22876484,22648451,15386022,1186,351,145.58,57.4,56.82,38.6,9,4,0.0
Poland,POL,2023-07-22,58022466,22876488,22648458,15386045,34,350,145.58,57.4,56.82,38.6,9,4,0.0
Poland,POL,2023-07-23,58022467,22876489,22648461,,1,316,145.58,57.4,56.82,,8,4,0.0
Poland,POL,2023-07-24,58023087,22876843,22648814,15386311,620,336,145.58,57.4,56.82,38.6,8,54,0.0
Poland,POL,2023-07-25,58023141,22876852,22648821,15386350,54,294,145.58,57.4,56.82,38.6,7,55,0.0
Poland,POL,2023-07-26,,,22648823,,,282,,,56.83,,7,55,0.0
Poland,POL,2023-07-27,58023208,22876860,22648826,15386407,,280,145.58,57.4,56.83,38.6,7,55,0.0
Poland,POL,2023-07-28,58023278,22876865,22648838,15386461,70,121,145.58,57.4,56.83,38.6,3,54,0.0
Poland,POL,2023-07-29,58023364,22876872,22648847,15386533,86,128,145.58,57.4,56.83,38.6,3,55,0.0
Poland,POL,2023-07-30,,,,,,132,,,,,3,55,0.0
Poland,POL,2023-07-31,58023423,22876874,22648851,15386586,,48,145.58,57.4,56.83,38.6,1,4,0.0
Poland,POL,2023-08-01,58023463,22876875,22648855,15386622,40,46,145.58,57.4,56.83,38.6,1,3,0.0
Poland,POL,2023-08-02,58023518,22876882,22648861,15386662,55,49,145.58,57.4,56.83,38.6,1,4,0.0
Poland,POL,2023-08-03,58023584,22876892,22648869,15386711,66,54,145.58,57.4,56.83,38.6,1,5,0.0
Poland,POL,2023-08-04,58023632,,22648874,15386755,48,51,145.58,,56.83,38.6,1,4,0.0
Poland,POL,2023-08-05,58023647,22876896,22648879,15386763,15,40,145.58,57.4,56.83,38.6,1,3,0.0
Poland,POL,2023-08-06,58023648,22876897,,,1,36,145.58,57.4,,,1,3,0.0
Poland,POL,2023-08-07,,,,,,39,,,,,1,4,0.0
Poland,POL,2023-08-08,58023748,22876909,22648884,15386847,,41,145.58,57.4,56.83,38.6,1,5,0.0
Poland,POL,2023-08-09,58023809,22876912,22648886,15386902,61,42,145.58,57.4,56.83,38.61,1,4,0.0
Poland,POL,2023-08-10,58023886,22876919,22648899,15386959,77,43,145.58,57.4,56.83,38.61,1,4,0.0
Poland,POL,2023-08-11,,,,,,42,,,,,1,4,0.0
Poland,POL,2023-08-12,58023973,22876930,22648906,15387033,,47,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-08-13,58023976,22876931,22648907,15387034,3,47,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-08-14,58024008,22876932,,15387066,32,44,145.58,57.4,,38.61,1,4,0.0
Poland,POL,2023-08-15,,,,,,42,,,,,1,4,0.0
Poland,POL,2023-08-16,58024083,22876941,22648912,15387126,,39,145.58,57.4,56.83,38.61,1,4,0.0
Poland,POL,2023-08-17,58024142,22876948,22648920,15387171,59,37,145.58,57.4,56.83,38.61,1,4,0.0
Poland,POL,2023-08-18,58024233,22876957,22648926,15387248,91,43,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-08-19,58024273,22876964,22648929,15387278,40,43,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-08-20,58024274,22876965,22648930,,1,43,145.58,57.4,56.83,,1,5,0.0
Poland,POL,2023-08-21,58024335,22876968,22648933,15387333,61,47,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-08-22,58024392,22876969,22648939,15387384,57,50,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-08-23,58024473,22876977,22648945,15387452,81,56,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-08-24,58024555,22876984,22648950,15387522,82,59,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-08-25,58024629,22876990,22648955,15387585,74,57,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-08-26,58024679,22877002,22648963,15387617,50,58,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-08-27,58024681,22877003,,,2,58,145.58,57.4,,,1,5,0.0
Poland,POL,2023-08-28,58024754,22877011,22648970,15387674,73,60,145.58,57.4,56.83,38.61,2,6,0.0
Poland,POL,2023-08-29,58024807,22877018,22648972,15387717,53,59,145.58,57.4,56.83,38.61,1,7,0.0
Poland,POL,2023-08-30,58024873,22877028,22648978,15387769,66,57,145.58,57.4,56.83,38.61,1,7,0.0
Poland,POL,2023-08-31,58024971,22877041,22648989,15387845,98,59,145.58,57.4,56.83,38.61,1,8,0.0
Poland,POL,2023-09-01,58025083,22877058,22648990,15387937,112,65,145.58,57.4,56.83,38.61,2,10,0.0
Poland,POL,2023-09-02,58025146,22877082,,15387976,63,67,145.58,57.4,,38.61,2,11,0.0
Poland,POL,2023-09-03,58025151,22877085,,15387978,5,67,145.58,57.4,,38.61,2,12,0.0
Poland,POL,2023-09-04,58025198,22877088,22648994,15388018,47,63,145.58,57.4,56.83,38.61,2,11,0.0
Poland,POL,2023-09-05,58025200,22877089,22648995,,2,56,145.58,57.4,56.83,,1,10,0.0
Poland,POL,2023-09-06,58025255,22877095,22649000,15388065,55,55,145.58,57.4,56.83,38.61,1,10,0.0
Poland,POL,2023-09-07,58025440,22877106,22649002,15388236,185,67,145.58,57.4,56.83,38.61,2,9,0.0
Poland,POL,2023-09-08,58025475,22877110,22649011,15388262,35,56,145.58,57.4,56.83,38.61,1,7,0.0
Poland,POL,2023-09-09,58025488,22877111,22649013,15388274,13,49,145.58,57.4,56.83,38.61,1,4,0.0
Poland,POL,2023-09-10,58025513,22877117,22649017,15388287,25,52,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-09-11,58025560,22877118,22649020,15388332,47,52,145.58,57.4,56.83,38.61,1,4,0.0
Poland,POL,2023-09-12,58025606,22877121,22649025,15388369,46,58,145.58,57.4,56.83,38.61,1,5,0.0
Poland,POL,2023-09-13,58025676,22877124,22649031,15388431,70,60,145.58,57.4,56.83,38.61,2,4,0.0
Poland,POL,2023-09-14,58025768,22877130,22649034,15388516,92,47,145.58,57.4,56.83,38.61,1,3,0.0
Poland,POL,2023-09-15,58025933,22877149,22649038,15388658,165,65,145.58,57.4,56.83,38.61,2,6,0.0
Poland,POL,2023-09-16,58026547,22877160,22649048,15389253,614,151,145.59,57.4,56.83,38.61,4,7,0.0
Poland,POL,2023-09-17,58026643,22877161,,15389348,96,161,145.59,57.4,,38.61,4,6,0.0
Poland,POL,2023-09-18,58026696,22877167,22649052,15389393,53,162,145.59,57.4,56.83,38.61,4,7,0.0
Poland,POL,2023-09-19,58026754,22877172,22649056,15389442,58,164,145.59,57.4,56.83,38.61,4,7,0.0
