date,World,Australia,Poland
2020-08-17,105.584,19.579,48.69
2020-08-18,105.584,19.579,48.69
2020-08-19,105.584,19.579,48.69
2020-08-20,105.584,19.579,48.69
2020-08-21,105.584,19.579,48.69
2020-08-22,105.584,19.579,48.69
2020-08-23,110.93,23.93,50.826
2020-08-24,110.93,23.93,50.826
2020-08-25,110.93,23.93,50.826
2020-08-26,110.93,23.93,50.826
2020-08-27,110.93,23.93,50.826
2020-08-28,110.93,23.93,50.826
2020-08-29,110.93,23.93,50.826
2020-08-30,116.12,27.633,52.936
2020-08-31,116.12,27.633,52.936
2020-09-01,116.12,27.633,52.936
2020-09-02,116.12,27.633,52.936
2020-09-03,116.12,27.633,52.936
2020-09-04,116.12,27.633,52.936
2020-09-05,116.12,27.633,52.936
2020-09-06,121.126,29.846,55.046
2020-09-07,121.126,29.846,55.046
2020-09-08,121.126,29.846,55.046
2020-09-09,121.126,29.846,55.046
2020-09-10,121.126,29.846,55.046
2020-09-11,121.126,29.846,55.046
2020-09-12,121.126,29.846,55.046
2020-09-13,126.539,31.602,56.818
2020-09-14,126.539,31.602,56.818
2020-09-15,126.539,31.602,56.818
2020-09-16,126.539,31.602,56.818
2020-09-17,126.539,31.602,56.818
2020-09-18,126.539,31.602,56.818
2020-09-19,126.539,31.602,56.818
2020-09-20,131.426,32.976,59.423
2020-09-21,131.426,32.976,59.423
2020-09-22,131.426,32.976,59.423
2020-09-23,131.426,32.976,59.423
2020-09-24,131.426,32.976,59.423
2020-09-25,131.426,32.976,59.423
2020-09-26,131.426,32.976,59.423
2020-09-27,136.147,33.854,63.122
2020-09-28,136.147,33.854,63.122
2020-09-29,136.147,33.854,63.122
2020-09-30,136.147,33.854,63.122
2020-10-01,136.147,33.854,63.122
2020-10-02,136.147,33.854,63.122
2020-10-03,136.147,33.854,63.122
2020-10-04,140.849,34.579,67.812
2020-10-05,140.849,34.579,67.812
2020-10-06,140.849,34.579,67.812
2020-10-07,140.849,34.579,67.812
2020-10-08,140.849,34.579,67.812
2020-10-09,140.849,34.579,67.812
2020-10-10,140.849,34.579,67.812
2020-10-11,145.622,34.77,77.425
2020-10-12,145.622,34.77,77.425
2020-10-13,145.622,34.77,77.425
2020-10-14,145.622,34.77,77.425
2020-10-15,145.622,34.77,77.425
2020-10-16,145.622,34.77,77.425
2020-10-17,145.622,34.77,77.425
2020-10-18,150.389,34.808,91.831
2020-10-19,150.389,34.808,91.831
2020-10-20,150.389,34.808,91.831
2020-10-21,150.389,34.808,91.831
2020-10-22,150.389,34.808,91.831
2020-10-23,150.389,34.808,91.831
2020-10-24,150.389,34.808,91.831
2020-10-25,155.773,34.884,112.412
2020-10-26,155.773,34.884,112.412
2020-10-27,155.773,34.884,112.412
2020-10-28,155.773,34.884,112.412
2020-10-29,155.773,34.884,112.412
2020-10-30,155.773,34.884,112.412
2020-10-31,155.773,34.884,112.412
2020-11-01,161.969,34.884,146.695
2020-11-02,161.969,34.884,146.695
2020-11-03,161.969,34.884,146.695
2020-11-04,161.969,34.884,146.695
2020-11-05,161.969,34.884,146.695
2020-11-06,161.969,34.884,146.695
2020-11-07,161.969,34.884,146.695
2020-11-08,169.36,34.884,198.928
2020-11-09,169.36,34.884,198.928
2020-11-10,169.36,34.884,198.928
2020-11-11,169.36,34.884,198.928
2020-11-12,169.36,34.884,198.928
2020-11-13,169.36,34.884,198.928
2020-11-14,169.36,34.884,198.928
2020-11-15,177.549,34.999,261.686
2020-11-16,177.549,34.999,261.686
2020-11-17,177.549,34.999,261.686
2020-11-18,177.549,34.999,261.686
2020-11-19,177.549,34.999,261.686
2020-11-20,177.549,34.999,261.686
2020-11-21,177.549,34.999,261.686
2020-11-22,186.745,34.999,346.17
2020-11-23,186.745,34.999,346.17
2020-11-24,186.745,34.999,346.17
2020-11-25,186.745,34.999,346.17
2020-11-26,186.745,34.999,346.17
2020-11-27,186.745,34.999,346.17
2020-11-28,186.745,34.999,346.17
2020-11-29,196.28,35.037,444.462
2020-11-30,196.28,35.037,444.462
2020-12-01,196.28,35.037,444.462
2020-12-02,196.28,35.037,444.462
2020-12-03,196.28,35.037,444.462
2020-12-04,196.28,35.037,444.462
2020-12-05,196.28,35.037,444.462
2020-12-06,206.224,35.075,524.179
2020-12-07,206.224,35.075,524.179
2020-12-08,206.224,35.075,524.179
2020-12-09,206.224,35.075,524.179
2020-12-10,206.224,35.075,524.179
2020-12-11,206.224,35.075,524.179
2020-12-12,206.224,35.075,524.179
2020-12-13,216.546,35.075,596.472
2020-12-14,216.546,35.075,596.472
2020-12-15,216.546,35.075,596.472
2020-12-16,216.546,35.075,596.472
2020-12-17,216.546,35.075,596.472
2020-12-18,216.546,35.075,596.472
2020-12-19,216.546,35.075,596.472
2020-12-20,227.272,35.075,662.46
2020-12-21,227.272,35.075,662.46
2020-12-22,227.272,35.075,662.46
2020-12-23,227.272,35.075,662.46
2020-12-24,227.272,35.075,662.46
2020-12-25,227.272,35.075,662.46
2020-12-26,227.272,35.075,662.46
2020-12-27,237.509,35.113,708.779
2020-12-28,237.509,35.113,708.779
2020-12-29,237.509,35.113,708.779
2020-12-30,237.509,35.113,708.779
2020-12-31,237.509,35.113,708.779
2021-01-01,237.509,35.113,708.779
2021-01-02,237.509,35.113,708.779
2021-01-03,248.311,35.19,760.83
2021-01-04,248.311,35.19,760.83
2021-01-05,248.311,35.19,760.83
2021-01-06,248.311,35.19,760.83
2021-01-07,248.311,35.19,760.83
2021-01-08,248.311,35.19,760.83
2021-01-09,248.311,35.19,760.83
2021-01-10,259.87,35.19,814.73
2021-01-11,259.87,35.19,814.73
2021-01-12,259.87,35.19,814.73
2021-01-13,259.87,35.19,814.73
2021-01-14,259.87,35.19,814.73
2021-01-15,259.87,35.19,814.73
2021-01-16,259.87,35.19,814.73
2021-01-17,272.509,35.228,871.001
2021-01-18,272.509,35.228,871.001
2021-01-19,272.509,35.228,871.001
2021-01-20,272.509,35.228,871.001
2021-01-21,272.509,35.228,871.001
2021-01-22,272.509,35.228,871.001
2021-01-23,272.509,35.228,871.001
2021-01-24,285.491,35.228,923.286
2021-01-25,285.491,35.228,923.286
2021-01-26,285.491,35.228,923.286
2021-01-27,285.491,35.228,923.286
2021-01-28,285.491,35.228,923.286
2021-01-29,285.491,35.228,923.286
2021-01-30,285.491,35.228,923.286
2021-01-31,298.091,35.228,970.621
2021-02-01,298.091,35.228,970.621
2021-02-02,298.091,35.228,970.621
2021-02-03,298.091,35.228,970.621
2021-02-04,298.091,35.228,970.621
2021-02-05,298.091,35.228,970.621
2021-02-06,298.091,35.228,970.621
2021-02-07,309.267,35.228,1020.223
2021-02-08,309.267,35.228,1020.223
2021-02-09,309.267,35.228,1020.223
2021-02-10,309.267,35.228,1020.223
2021-02-11,309.267,35.228,1020.223
2021-02-12,309.267,35.228,1020.223
2021-02-13,309.267,35.228,1020.223
2021-02-14,319.468,35.228,1064.953
2021-02-15,319.468,35.228,1064.953
2021-02-16,319.468,35.228,1064.953
2021-02-17,319.468,35.228,1064.953
2021-02-18,319.468,35.228,1064.953
2021-02-19,319.468,35.228,1064.953
2021-02-20,319.468,35.228,1064.953
2021-02-21,328.034,35.266,1100.435
2021-02-22,328.034,35.266,1100.435
2021-02-23,328.034,35.266,1100.435
2021-02-24,328.034,35.266,1100.435
2021-02-25,328.034,35.266,1100.435
2021-02-26,328.034,35.266,1100.435
2021-02-27,328.034,35.266,1100.435
2021-02-28,336.045,35.266,1142.065
2021-03-01,336.045,35.266,1142.065
2021-03-02,336.045,35.266,1142.065
2021-03-03,336.045,35.266,1142.065
2021-03-04,336.045,35.266,1142.065
2021-03-05,336.045,35.266,1142.065
2021-03-06,336.045,35.266,1142.065
2021-03-07,343.616,35.266,1180.412
2021-03-08,343.616,35.266,1180.412
2021-03-09,343.616,35.266,1180.412
2021-03-10,343.616,35.266,1180.412
2021-03-11,343.616,35.266,1180.412
2021-03-12,343.616,35.266,1180.412
2021-03-13,343.616,35.266,1180.412
2021-03-14,351.212,35.304,1229.676
2021-03-15,351.212,35.304,1229.676
2021-03-16,351.212,35.304,1229.676
2021-03-17,351.212,35.304,1229.676
2021-03-18,351.212,35.304,1229.676
2021-03-19,351.212,35.304,1229.676
2021-03-20,351.212,35.304,1229.676
2021-03-21,359.12,35.304,1284.826
2021-03-22,359.12,35.304,1284.826
2021-03-23,359.12,35.304,1284.826
2021-03-24,359.12,35.304,1284.826
2021-03-25,359.12,35.304,1284.826
2021-03-26,359.12,35.304,1284.826
2021-03-27,359.12,35.304,1284.826
2021-03-28,367.768,35.304,1351.987
2021-03-29,367.768,35.304,1351.987
2021-03-30,367.768,35.304,1351.987
2021-03-31,367.768,35.304,1351.987
2021-04-01,367.768,35.304,1351.987
2021-04-02,367.768,35.304,1351.987
2021-04-03,367.768,35.304,1351.987
2021-04-04,377.21,35.342,1431.574
2021-04-05,377.21,35.342,1431.574
2021-04-06,377.21,35.342,1431.574
2021-04-07,377.21,35.342,1431.574
2021-04-08,377.21,35.342,1431.574
2021-04-09,377.21,35.342,1431.574
2021-04-10,377.21,35.342,1431.574
2021-04-11,387.271,35.342,1522.18
2021-04-12,387.271,35.342,1522.18
2021-04-13,387.271,35.342,1522.18
2021-04-14,387.271,35.342,1522.18
2021-04-15,387.271,35.342,1522.18
2021-04-16,387.271,35.342,1522.18
2021-04-17,387.271,35.342,1522.18
2021-04-18,398.024,35.419,1616.173
2021-04-19,398.024,35.419,1616.173
2021-04-20,398.024,35.419,1616.173
2021-04-21,398.024,35.419,1616.173
2021-04-22,398.024,35.419,1616.173
2021-04-23,398.024,35.419,1616.173
2021-04-24,398.024,35.419,1616.173
2021-04-25,409.468,35.419,1704.253
2021-04-26,409.468,35.419,1704.253
2021-04-27,409.468,35.419,1704.253
2021-04-28,409.468,35.419,1704.253
2021-04-29,409.468,35.419,1704.253
2021-04-30,409.468,35.419,1704.253
2021-05-01,409.468,35.419,1704.253
2021-05-02,421.485,35.419,1773.419
2021-05-03,421.485,35.419,1773.419
2021-05-04,421.485,35.419,1773.419
2021-05-05,421.485,35.419,1773.419
2021-05-06,421.485,35.419,1773.419
2021-05-07,421.485,35.419,1773.419
2021-05-08,421.485,35.419,1773.419
2021-05-09,433.029,35.419,1824.089
2021-05-10,433.029,35.419,1824.089
2021-05-11,433.029,35.419,1824.089
2021-05-12,433.029,35.419,1824.089
2021-05-13,433.029,35.419,1824.089
2021-05-14,433.029,35.419,1824.089
2021-05-15,433.029,35.419,1824.089
2021-05-16,443.994,35.419,1867.543
2021-05-17,443.994,35.419,1867.543
2021-05-18,443.994,35.419,1867.543
2021-05-19,443.994,35.419,1867.543
2021-05-20,443.994,35.419,1867.543
2021-05-21,443.994,35.419,1867.543
2021-05-22,443.994,35.419,1867.543
2021-05-23,454.782,35.419,1900.446
2021-05-24,454.782,35.419,1900.446
2021-05-25,454.782,35.419,1900.446
2021-05-26,454.782,35.419,1900.446
2021-05-27,454.782,35.419,1900.446
2021-05-28,454.782,35.419,1900.446
2021-05-29,454.782,35.419,1900.446
2021-05-30,464.621,35.419,1921.547
2021-05-31,464.621,35.419,1921.547
2021-06-01,464.621,35.419,1921.547
2021-06-02,464.621,35.419,1921.547
2021-06-03,464.621,35.419,1921.547
2021-06-04,464.621,35.419,1921.547
2021-06-05,464.621,35.419,1921.547
2021-06-06,473.189,35.419,1932.332
2021-06-07,473.189,35.419,1932.332
2021-06-08,473.189,35.419,1932.332
2021-06-09,473.189,35.419,1932.332
2021-06-10,473.189,35.419,1932.332
2021-06-11,473.189,35.419,1932.332
2021-06-12,473.189,35.419,1932.332
2021-06-13,482.098,35.419,1943.3
2021-06-14,482.098,35.419,1943.3
2021-06-15,482.098,35.419,1943.3
2021-06-16,482.098,35.419,1943.3
2021-06-17,482.098,35.419,1943.3
2021-06-18,482.098,35.419,1943.3
2021-06-19,482.098,35.419,1943.3
2021-06-20,489.973,35.419,1949.943
2021-06-21,489.973,35.419,1949.943
2021-06-22,489.973,35.419,1949.943
2021-06-23,489.973,35.419,1949.943
2021-06-24,489.973,35.419,1949.943
2021-06-25,489.973,35.419,1949.943
2021-06-26,489.973,35.419,1949.943
2021-06-27,496.992,35.419,1953.877
2021-06-28,496.992,35.419,1953.877
2021-06-29,496.992,35.419,1953.877
2021-06-30,496.992,35.419,1953.877
2021-07-01,496.992,35.419,1953.877
2021-07-02,496.992,35.419,1953.877
2021-07-03,496.992,35.419,1953.877
2021-07-04,503.709,35.419,1956.612
2021-07-05,503.709,35.419,1956.612
2021-07-06,503.709,35.419,1956.612
2021-07-07,503.709,35.419,1956.612
2021-07-08,503.709,35.419,1956.612
2021-07-09,503.709,35.419,1956.612
2021-07-10,503.709,35.419,1956.612
2021-07-11,510.544,35.495,1958.488
2021-07-12,510.544,35.495,1958.488
2021-07-13,510.544,35.495,1958.488
2021-07-14,510.544,35.495,1958.488
2021-07-15,510.544,35.495,1958.488
2021-07-16,510.544,35.495,1958.488
2021-07-17,510.544,35.495,1958.488
2021-07-18,517.592,35.686,1959.921
2021-07-19,517.592,35.686,1959.921
2021-07-20,517.592,35.686,1959.921
2021-07-21,517.592,35.686,1959.921
2021-07-22,517.592,35.686,1959.921
2021-07-23,517.592,35.686,1959.921
2021-07-24,517.592,35.686,1959.921
2021-07-25,526.308,35.877,1960.624
2021-07-26,526.308,35.877,1960.624
2021-07-27,526.308,35.877,1960.624
2021-07-28,526.308,35.877,1960.624
2021-07-29,526.308,35.877,1960.624
2021-07-30,526.308,35.877,1960.624
2021-07-31,526.308,35.877,1960.624
2021-08-01,534.455,36.144,1961.119
2021-08-02,534.455,36.144,1961.119
2021-08-03,534.455,36.144,1961.119
2021-08-04,534.455,36.144,1961.119
2021-08-05,534.455,36.144,1961.119
2021-08-06,534.455,36.144,1961.119
2021-08-07,534.455,36.144,1961.119
2021-08-08,543.081,36.754,1961.744
2021-08-09,543.081,36.754,1961.744
2021-08-10,543.081,36.754,1961.744
2021-08-11,543.081,36.754,1961.744
2021-08-12,543.081,36.754,1961.744
2021-08-13,543.081,36.754,1961.744
2021-08-14,543.081,36.754,1961.744
2021-08-15,551.805,37.785,1962.109
2021-08-16,551.805,37.785,1962.109
2021-08-17,551.805,37.785,1962.109
2021-08-18,551.805,37.785,1962.109
2021-08-19,551.805,37.785,1962.109
2021-08-20,551.805,37.785,1962.109
2021-08-21,551.805,37.785,1962.109
2021-08-22,560.746,38.624,1962.552
2021-08-23,560.746,38.624,1962.552
2021-08-24,560.746,38.624,1962.552
2021-08-25,560.746,38.624,1962.552
2021-08-26,560.746,38.624,1962.552
2021-08-27,560.746,38.624,1962.552
2021-08-28,560.746,38.624,1962.552
2021-08-29,569.613,39.388,1963.177
2021-08-30,569.613,39.388,1963.177
2021-08-31,569.613,39.388,1963.177
2021-09-01,569.613,39.388,1963.177
2021-09-02,569.613,39.388,1963.177
2021-09-03,569.613,39.388,1963.177
2021-09-04,569.613,39.388,1963.177
2021-09-05,578.108,41.372,1964.141
2021-09-06,578.108,41.372,1964.141
2021-09-07,578.108,41.372,1964.141
2021-09-08,578.108,41.372,1964.141
2021-09-09,578.108,41.372,1964.141
2021-09-10,578.108,41.372,1964.141
2021-09-11,578.108,41.372,1964.141
2021-09-12,585.945,43.51,1965.34
2021-09-13,585.945,43.51,1965.34
2021-09-14,585.945,43.51,1965.34
2021-09-15,585.945,43.51,1965.34
2021-09-16,585.945,43.51,1965.34
2021-09-17,585.945,43.51,1965.34
2021-09-18,585.945,43.51,1965.34
2021-09-19,593.565,46.449,1966.955
2021-09-20,593.565,46.449,1966.955
2021-09-21,593.565,46.449,1966.955
2021-09-22,593.565,46.449,1966.955
2021-09-23,593.565,46.449,1966.955
2021-09-24,593.565,46.449,1966.955
2021-09-25,593.565,46.449,1966.955
2021-09-26,600.502,50.074,1969.143
2021-09-27,600.502,50.074,1969.143
2021-09-28,600.502,50.074,1969.143
2021-09-29,600.502,50.074,1969.143
2021-09-30,600.502,50.074,1969.143
2021-10-01,600.502,50.074,1969.143
2021-10-02,600.502,50.074,1969.143
2021-10-03,607.06,54.273,1972.347
2021-10-04,607.06,54.273,1972.347
2021-10-05,607.06,54.273,1972.347
2021-10-06,607.06,54.273,1972.347
2021-10-07,607.06,54.273,1972.347
2021-10-08,607.06,54.273,1972.347
2021-10-09,607.06,54.273,1972.347
2021-10-10,613.113,58.815,1976.854
2021-10-11,613.113,58.815,1976.854
2021-10-12,613.113,58.815,1976.854
2021-10-13,613.113,58.815,1976.854
2021-10-14,613.113,58.815,1976.854
2021-10-15,613.113,58.815,1976.854
2021-10-16,613.113,58.815,1976.854
2021-10-17,618.882,62.822,1983.185
2021-10-18,618.882,62.822,1983.185
2021-10-19,618.882,62.822,1983.185
2021-10-20,618.882,62.822,1983.185
2021-10-21,618.882,62.822,1983.185
2021-10-22,618.882,62.822,1983.185
2021-10-23,618.882,62.822,1983.185
2021-10-24,625.059,66.944,1991.912
2021-10-25,625.059,66.944,1991.912
2021-10-26,625.059,66.944,1991.912
2021-10-27,625.059,66.944,1991.912
2021-10-28,625.059,66.944,1991.912
2021-10-29,625.059,66.944,1991.912
2021-10-30,625.059,66.944,1991.912
2021-10-31,631.429,71.219,2006.318
2021-11-01,631.429,71.219,2006.318
2021-11-02,631.429,71.219,2006.318
2021-11-03,631.429,71.219,2006.318
2021-11-04,631.429,71.219,2006.318
2021-11-05,631.429,71.219,2006.318
2021-11-06,631.429,71.219,2006.318
2021-11-07,637.589,74.921,2026.065
2021-11-08,637.589,74.921,2026.065
2021-11-09,637.589,74.921,2026.065
2021-11-10,637.589,74.921,2026.065
2021-11-11,637.589,74.921,2026.065
2021-11-12,637.589,74.921,2026.065
2021-11-13,637.589,74.921,2026.065
2021-11-14,643.914,77.44,2054.956
2021-11-15,643.914,77.44,2054.956
2021-11-16,643.914,77.44,2054.956
2021-11-17,643.914,77.44,2054.956
2021-11-18,643.914,77.44,2054.956
2021-11-19,643.914,77.44,2054.956
2021-11-20,643.914,77.44,2054.956
2021-11-21,650.761,80.531,2105.834
2021-11-22,650.761,80.531,2105.834
2021-11-23,650.761,80.531,2105.834
2021-11-24,650.761,80.531,2105.834
2021-11-25,650.761,80.531,2105.834
2021-11-26,650.761,80.531,2105.834
2021-11-27,650.761,80.531,2105.834
2021-11-28,657.042,82.669,2163.486
2021-11-29,657.042,82.669,2163.486
2021-11-30,657.042,82.669,2163.486
2021-12-01,657.042,82.669,2163.486
2021-12-02,657.042,82.669,2163.486
2021-12-03,657.042,82.669,2163.486
2021-12-04,657.042,82.669,2163.486
2021-12-05,663.788,84.653,2232.079
2021-12-06,663.788,84.653,2232.079
2021-12-07,663.788,84.653,2232.079
2021-12-08,663.788,84.653,2232.079
2021-12-09,663.788,84.653,2232.079
2021-12-10,663.788,84.653,2232.079
2021-12-11,663.788,84.653,2232.079
2021-12-12,670.019,86.027,2305.153
2021-12-13,670.019,86.027,2305.153
2021-12-14,670.019,86.027,2305.153
2021-12-15,670.019,86.027,2305.153
2021-12-16,670.019,86.027,2305.153
2021-12-17,670.019,86.027,2305.153
2021-12-18,670.019,86.027,2305.153
2021-12-19,675.946,88.088,2383.464
2021-12-20,675.946,88.088,2383.464
2021-12-21,675.946,88.088,2383.464
2021-12-22,675.946,88.088,2383.464
