country,date,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k
Australia,2024-02-12,37867.758,37867.758,37867.758,144.65816,144.65816,144.65816,38.66022,38.66022,38.66022,0.14768542,0.14768542,0.14768542
Australia,2024-02-19,38041.71,38041.71,38041.71,145.32268,145.32268,145.32268,24.850695,24.850695,24.850695,0.09493183,0.09493183,0.09493183
Australia,2024-02-26,38120.633,38423.348,38032.367,145.62416,146.78056,145.28697,11.274673,54.51942,-1.3348094,0.04307024,0.20826896,-0.005099089
Australia,2024-03-04,38198.004,38776.3,38041.363,145.91972,148.12886,145.32133,11.052674,54.43798,-2.020935,0.042222183,0.20795785,-0.007720149
Australia,2024-03-11,38547.824,38999.01,37928.902,147.25607,148.97963,144.89172,49.974648,49.974648,-33.909294,0.19090754,0.19090754,-0.12953646
Australia,2024-03-18,38873.113,39276.88,37763.652,148.4987,150.0411,144.26047,46.469746,46.469746,-37.135513,0.1775185,0.1775185,-0.1418609
Australia,2024-03-25,39221.305,39498.66,37489.883,149.82883,150.88835,143.21465,49.741592,49.741592,-37.005173,0.19001724,0.19001724,-0.141363
Australia,2024-04-01,39330.22,39949.8,37510.016,150.24487,152.61174,143.29155,15.558862,79.922905,0.32547605,0.059436217,0.30531248,0.001243347
Australia,2024-04-08,39693.37,40215.85,37561.457,151.63216,153.62808,143.48805,51.879147,63.731857,2.073029,0.1981829,0.24346128,0.007919153
Australia,2024-04-15,40108.89,40522.793,37234.95,153.21947,154.80061,142.24077,59.359814,59.359814,-42.74255,0.22675969,0.22675969,-0.16328028
Australia,2024-04-22,40606.33,40827.293,36924.98,155.11974,155.96384,141.05666,71.06257,71.06257,-41.174393,0.27146524,0.27146524,-0.15728979
Australia,2024-04-29,40931.836,41163.453,36920.29,156.3632,157.248,141.03874,46.5011,62.178345,-0.67014587,0.17763828,0.23752673,-0.002560016
Australia,2024-05-06,41360.81,41497.05,36943.23,158.00192,158.52237,141.12637,61.282005,61.282005,-10.546774,0.23410264,0.23410264,-0.0402896
Australia,2024-05-13,41678.83,41694.844,36586.453,159.21678,159.27795,139.76346,45.431282,45.431282,-44.134518,0.17355148,0.17355148,-0.16859771
Australia,2024-05-20,41993.395,41993.395,36250.18,160.41844,160.41844,138.47887,44.937706,45.79016,-44.054024,0.17166597,0.17492242,-0.16829023
Australia,2024-05-27,42395.59,42395.59,35882.707,161.95486,161.95486,137.07509,57.456806,57.456806,-44.194485,0.21949004,0.21949004,-0.1688268
Australia,2024-06-03,42513.074,42513.074,35743.715,162.40367,162.40367,136.54413,16.783611,42.223522,-38.071503,0.06411487,0.16129756,-0.14543648
Australia,2024-06-10,42745.824,42745.824,35622.97,163.2928,163.2928,136.08287,33.24992,43.679714,-44.837276,0.1270176,0.16686034,-0.17128232
Australia,2024-06-17,42719.613,42719.613,35541.305,163.19267,163.19267,135.7709,-3.7443173,58.42409,-51.284294,-0.01430362,0.22318515,-0.1959105
